,Unnamed: 0,doc_id,doc_name,par_id,par,label,par_length,sent_num
10087,10087,145,jp.tojoygame.com.txt,4,"2. “Non-Personal Information,” which is information that does not identify you and cannot be used to contact you personally, including information about you such as your date of birth, age, ZIP code, non-precise geolocation information (e.g., your city), and gender, as well as information about your computer and mobile device, such as your unique device ID, Internet Protocol (IP) address, or other persistent identifiers, and their hardware/software/firmware. Non-Personal Information also includes “Usage Data,” which is anonymous data tied to your computer and/or device, such as the actions you take within and outside of the Websites/Apps, the browser you use, the identity of other apps included on your device, the date and time of your use of the Websites/Apps, your game progress, play time, score and achievements, and the URLs you visited and/or apps you used before and after using our Websites/Apps. ",Introductory/Generic,174,3
10088,10088,145,jp.tojoygame.com.txt,7,Personal Information and Non-Personal Information That We Collect and How We Collect It,First Party Collection,13,1
10089,10089,145,jp.tojoygame.com.txt,8,"- If you choose to open an account with us, register for a contest, sign up for our newsletter, request support, or in any other way take steps that require the submission of Personal Information or Non-Personal Information, we may collect information such as your name, email address, physical address, date of birth, gender and/or phone number. ",First Party Collection,67,1
10090,10090,145,jp.tojoygame.com.txt,9,"If you choose to connect to one of our Websites/Apps through a third-party social network such as Facebook or Game Center, we may collect Personal Information and Non-Personal Information from your profile on such third-party social networks, such as your name, username, photograph, gender and date of birth. ",First Party Collection,54,1
10091,10091,145,jp.tojoygame.com.txt,10,"If you choose to make a purchase through our Websites/Apps, we will collect your credit card information and other billing information. ",First Party Collection,23,1
10092,10092,145,jp.tojoygame.com.txt,11,"- If you choose to make use of any public forum, comment section, or chat function, we may collect any Personal Information you may disclose through such means. ",First Party Collection,32,1
10093,10093,145,jp.tojoygame.com.txt,12,"If you choose to send a message to another user or defined group of users through our message, chat, post or other in-game function, we may collect any Personal Information you may disclose through such means, as well as the necessary Personal Information of the user(s) you are contacting, in order to facilitate the communication (Note: we will never collect any information sent outside of the functionality of our Websites/Apps, including through emails or text messages). ",First Party Collection,89,1
10094,10094,145,jp.tojoygame.com.txt,13,"- If you choose to enable push notifications, we may use your Personal Information, or Non-Personal Information such as a device ID, in order to send push notifications to your device. ",First Party Collection,35,1
10095,10095,145,jp.tojoygame.com.txt,14,"- We may collect precise geolocation information provided that, prior to doing so initially, you will either be informed of this practice or be prompted to allow or block this feature. In the event you proceed with acquiring the Website/App or choose to allow this feature, you will be able to block it at any time thereafter by taking the appropriate steps in the Settings tab. ",First Party Collection,71,2
10097,10097,145,jp.tojoygame.com.txt,21,"We will use your Personal Information to:provide you with any goods, services, or functionality you have requested",First Party Use,21,1
10098,10098,145,jp.tojoygame.com.txt,22,respond to any inquiries you have made through our customer service features,First Party Use,12,1
10099,10099,145,jp.tojoygame.com.txt,23,"- contact you to promote our Websites/Apps, contests and any specials we may offer; ",First Party Use,16,1
10100,10100,145,jp.tojoygame.com.txt,24,"- send you newsletters, promotions or marketing materials. We will provide you with the opportunity to opt out of receiving such materials in the future. You may also opt out of receiving such materials at any time in accordance with the instructions provided in this Privacy Policy; ",First Party Use,51,3
10101,10101,145,jp.tojoygame.com.txt,25,contact you in relation to contest registration and prize acceptance. ,First Party Use,11,1
10103,10103,145,jp.tojoygame.com.txt,31,"Non-Personal Information may be used by us for administrative, analytical, research, optimization, security and other purposes. Specifically, we may use your Non-Personal Information to:- track your use of our Websites/Apps to help us learn more about your gaming activities and understand your preferences and tendencies so that we can personalize your experience, provide you with in-game offers and notifications that are tailored to you, and otherwise enhance your gaming experience; - personalize your content and offers; - compile statistics; respond to customer service inquiries; protect against cheating, crime or fraud, or for other security reasons; - provide you advertising that better suits your interests and profile and is age/gender-appropriate and targeted to your general location; - determine the jurisdiction in which you are located so we can determine what set of laws apply to you; - send you push notifications (if you choose to allow that function). ",First Party Use,169,2
10104,10104,145,jp.tojoygame.com.txt,34,Disclosure of the Personal Information and Non-Personal Information That We Collect,Third Party Sharing and Collection,11,1
10105,10105,145,jp.tojoygame.com.txt,35,"- We will not sell, rent or transfer your Personal Information to third parties without your prior consent. ",Third Party Sharing and Collection,20,1
10106,10106,145,jp.tojoygame.com.txt,36,We may share non-precise geolocation information or precise geolocation information (if you choose to allow us to collect it) with advertisers to allow them to display more relevant and geographically appropriate advertisements to you. ,Third Party Sharing and Collection,37,1
10107,10107,145,jp.tojoygame.com.txt,37,"- We may share your Usage Data and Non-Personal Information, such as device IDs, advertising IDs or other persistent identifiers and non-precise geolocation information with our advertising partners. Those partners may use your Non-Personal Information to serve you tailored advertisements outside of our Websites/Apps: please note that this sharing is limited to anonymous, aggregated Non-Personal Information only and we will not share your Personal Information with advertisers without your prior consent. ",Third Party Sharing and Collection,77,2
10108,10108,145,jp.tojoygame.com.txt,38,"- Our Websites/Apps offer social sharing features such as “Share” or “Like” on Facebook or other third-party social networking sites. If you decide to use such features, it may allow the sharing and collection of Personal Information and Non-Personal Information both to and from such third-party social networks. You should visit the policies of such third parties for more information about their information collection practices. ",Third Party Sharing and Collection,73,3
10109,10109,145,jp.tojoygame.com.txt,39,"- We will not store your credit card information. In order to process credit card payments, we will use the service of a secure third-party credit card processor. ",Third Party Sharing and Collection,31,2
10110,10110,145,jp.tojoygame.com.txt,40,"- We use the services of third parties who will have limited access to your Personal Information to be used for specific purposes. These purposes may include credit card processing, prize delivery, marketing assistance, customer service, and data analysis. The third parties we contract with for these purposes will be authorized to use your Personal Information only for the purposes for which the party was engaged. In addition, Non-Personal Information and Usage Data in aggregated, anonymous form may be shared with third parties who assist us with our operations such as administration, analytics, research, optimization, and advertising. ",Third Party Sharing and Collection,111,4
10111,10111,145,jp.tojoygame.com.txt,41,"We may disclose your Personal Information or other information collected if required by law or court order, if the information relates to actual or threatened harmful conduct, to investigate and/or take action against illegal activity, suspected abuse or unauthorized use of the Websites/Apps, or to protect the property or safety of others. ",Third Party Sharing and Collection,57,1
10112,10112,145,jp.tojoygame.com.txt,42,"In connection with any sale of our company or any line of business (including the assets relating thereto), customer information generally is one of the transferred business assets, and such customer information (including your Personal Information) will be transferred or sold to the acquirer in the event of any such sale or disposition of any or all of our business. ",Third Party Sharing and Collection,67,1
10114,10114,145,jp.tojoygame.com.txt,46,"Our Websites/Apps operate AS-IS, and we do not represent or warrant that our Websites/Apps will be available at all times, or that your use of the Websites/Apps will be uninterrupted or error-free. We are not responsible for your ability to access the Websites/Apps or for matters beyond our control. This Privacy Policy is governed by California law, excluding its provisions on choice of law. ",Legal Basis,70,3
10118,10118,146,kawaiihomedesign.com.txt,3,"Kawaii Home Design uses cookies and other comparable technology on this website. Cookies are small, simple text files. Your computer receives these files when you visit one of our websites. Read on for more information about how we use cookies, how to manage your cookie settings, how to block cookies and how to delete them.",Cookies and Similar Technologies,62,4
10119,10119,146,kawaiihomedesign.com.txt,4,The website uses functional cookies and analytical cookies. These cookies are required to ensure that the website works properly and are therefore always placed.,Cookies and Similar Technologies,26,2
10120,10120,146,kawaiihomedesign.com.txt,5,We use the following cookies on our website:Functional cookies: cookies that ensure that the website works properly. ,Cookies and Similar Technologies,21,1
10121,10121,146,kawaiihomedesign.com.txt,6,Analytical cookies: cookies that record how the website is used. We use these statistics to help us improve the website. ,Cookies and Similar Technologies,23,2
10122,10122,146,kawaiihomedesign.com.txt,7,"Tracking cookies (advertising cookies): cookies that allow advertisements to be displayed, based on how you use the internet. The aim is to show you the correct advertisements that are the most relevant to you. ",Cookies and Similar Technologies,40,2
10123,10123,146,kawaiihomedesign.com.txt,8,"Other cookies: cookies that do not fit into any of the previous categories. If you accept these cookies, how you use the internet can be monitored by other networks or third parties, such as Google.",Cookies and Similar Technologies,40,2
10124,10124,146,kawaiihomedesign.com.txt,9,You will be giving permission for cookies to be used on our website: http://skilldraft.io,Cookies and Similar Technologies,17,1
10125,10125,146,kawaiihomedesign.com.txt,10,Read on for more detailed information about the various types of cookies.,Cookies and Similar Technologies,13,1
10126,10126,146,kawaiihomedesign.com.txt,11,Functional cookies,Cookies and Similar Technologies,2,1
10127,10127,146,kawaiihomedesign.com.txt,12,"Some cookies are vital to ensure that the website works properly. Without them, (parts of) the website will not function as intended. Permission is not required to place functional cookies, and it is therefore not possible to block them. ",Cookies and Similar Technologies,46,3
10128,10128,146,kawaiihomedesign.com.txt,13,Analytical cookies,Cookies and Similar Technologies,2,1
10129,10129,146,kawaiihomedesign.com.txt,14,"Kawaii Home Design uses analytical cookies from Google Analytics. These cookies allow us to record web statistics. The statistics offer us insight into matters including:How many people visit the website; The pages they visit;How long they spend on the website;From which page they arrive on the website;The browser, device and screen resolution they are using. ",First Party Use,68,3
10130,10130,146,kawaiihomedesign.com.txt,15,We use the results to help improve the website. The data cannot be traced back to individual visitors. ,First Party Use,21,2
10131,10131,146,kawaiihomedesign.com.txt,16,We have taken the following measures to protect your privacy:We have signed a data processing agreement with Google.,First Party Use,21,1
10132,10132,146,kawaiihomedesign.com.txt,17,We have turned off the ‘share data with Google’ option.,First Party Use,13,1
10133,10133,146,kawaiihomedesign.com.txt,18,Google Analytics cookies are not used in combination with other Google services.,First Party Use,13,1
10134,10134,146,kawaiihomedesign.com.txt,19,"The last three numbers of your IP address have been deleted, meaning it is anonymised.",First Party Use,17,1
10135,10135,146,kawaiihomedesign.com.txt,20,"Google Analytics places the following cookies:_ga, _gat, _gid",Cookies and Similar Technologies,12,1
10136,10136,146,kawaiihomedesign.com.txt,21,These cookies are stored for a maximum of 14 months.,Cookies and Similar Technologies,11,1
10137,10137,146,kawaiihomedesign.com.txt,22,Advertising or tracking cookies,Cookies and Similar Technologies,4,1
10138,10138,146,kawaiihomedesign.com.txt,23,"We also use advertising cookies on our websites. These cookies offer us insight into matters including:Which advertisements you have already seen, to help avoid showing you the same advertisement repeatedly;",Cookies and Similar Technologies,35,2
10139,10139,146,kawaiihomedesign.com.txt,24,How many times an advertisement has been clicked on. ,Cookies and Similar Technologies,10,1
10140,10140,146,kawaiihomedesign.com.txt,25,"We work with media agencies to place advertisements on other websites and to gauge how effective these advertisements are. If you do not accept these cookies, you will still be able to view advertisements from Kawaii Home Design. However, the advertisements you see will not be tailored to your interests or internet user behavior.",Cookies and Similar Technologies,59,3
10142,10142,146,kawaiihomedesign.com.txt,27,"When we feature YouTube videos on our website, we add a no cookie code. This is so that you can watch the video without being tracked for advertisement or remarketing purposes. Please note: this no-cookies setting may be overwritten if you are logged into your Google account when visiting websites (we cannot influence this).",Cookies and Similar Technologies,62,3
10146,10146,146,kawaiihomedesign.com.txt,31,"To help us gauge whether changes we make to the website are worthwhile, we use the Visual Website Optimizer. This allows us to show some visitors to our website a different version of the web page to others. This process is anonymous. We use the results of this testing to help us improve our web pages.",Other,61,4
10147,10147,146,kawaiihomedesign.com.txt,32,Visual Website Optimizer uses this cookie: vwouuid_v2. The cookie creates a unique ID for each visitor to enable visitor segmentation. Individuals cannot be traced using the cookie and no personal data is stored. The cookie itself is stored for a maximum of 1 year.,Cookies and Similar Technologies,50,4
10157,10157,146,kawaiihomedesign.com.txt,42,"Should you come across cookies on this website that are not mentioned above, please contact us by sending an email to support@suga.vn. Alternatively, you can contact the administrators of the website in question. Ask which cookies they place, why they place them, how long the cookie(s) is/are stored for and how they safeguard your privacy.",Cookies and Similar Technologies,67,3
10158,10158,146,kawaiihomedesign.com.txt,43,"We will need to update this cookie declaration from time to time. For example, if the website changes or adjustments are made to regulations governing the use of cookies.",Cookies and Similar Technologies,32,2
10169,10169,147,kiarygames.com.txt,2,"Kiary games (""us"", ""we"", or ""our"") operates Tiny Room Stories: Mystery Town mobile application (the ""Application"").",Introductory/Generic,32,1
10170,10170,147,kiarygames.com.txt,3,"This page informs you of our policies regarding the collection, use, and disclosure of personal data when you use our Applicataion and the choices you have associated with that data.",Introductory/Generic,33,1
10172,10172,147,kiarygames.com.txt,5,We collect several different types of information for various purposes to provide and improve our Application to you.,First Party Collection,19,1
10173,10173,147,kiarygames.com.txt,6,"Among the types of Personal Data that this Application collects, by itself or through third parties, there are: Usage Data, unique device identifiers for advertising (Google Advertiser ID or IDFA, for example) and geographic position.",First Party Collection,43,1
10175,10175,147,kiarygames.com.txt,8,Personal Data is collected for the following purposes and using the following services:Advertising,First Party Use,15,1
10176,10176,147,kiarygames.com.txt,9,"This type of service allows User Data to be utilized for advertising communication purposes displayed in the form interstitial and video advertisements on this Application, possibly based on User interests. This does not mean that all Personal Data are used for this purpose. Some of the services listed below may use Cookies to identify Users or they may use the behavioral retargeting technique, i.e. displaying ads tailored to the User’s interests and behavior, including those detected outside this Application. For more information, please check the privacy policies of the relevant services.",First Party Use,102,5
10180,10180,147,kiarygames.com.txt,13,Analytics,First Party Use,1,1
10181,10181,147,kiarygames.com.txt,14,The services contained in this section enable Us to monitor and analyze game data and can be used to keep track of User behavior.,First Party Use,25,1
10182,10182,147,kiarygames.com.txt,15,Unity Analytics (Unity Technologies ApS),First Party Use,7,1
10183,10183,147,kiarygames.com.txt,16,Unity Analytics is an analytics service provided by Unity Technologies ApS. Personal Data collected: Usage Data and various types of Data as specified in the privacy policy of the service.,First Party Use,33,2
10185,10185,147,kiarygames.com.txt,18,Google Analytics for Firebase (Google Inc.),First Party Use,9,1
10186,10186,147,kiarygames.com.txt,19,"Google Analytics for Firebase is an analytics service provided by Google Inc. In order to understand Google's use of Data, consult Google's partner policy. Firebase Analytics may share Data with other tools provided by Firebase, such as Crash Reporting, Authentication, Remote Config or Notifications. The User may check this privacy policy to find a detailed explanation about the other tools used by the Us. This Application uses identifiers for mobile devices (including Android Advertising ID or Advertising Identifier for iOS, respectively) and technologies similar to cookies to run the Firebase Analytics service. Personal Data collected: Cookies, unique device identifiers for advertising (Google Advertiser ID or IDFA, for example) and Usage Data.",First Party Use,131,6
10189,10189,147,kiarygames.com.txt,22,We collect Firebase User ID to create and maintain online Leaderboard.,First Party Collection,12,1
10191,10191,147,kiarygames.com.txt,24,We may update our Privacy Policy from time to time. We will notify you of any changes by posting the new Privacy Policy on this page.,Policy Change,28,2
10192,10192,147,kiarygames.com.txt,25,You are advised to review this Privacy Policy periodically for any changes. Changes to this Privacy Policy are effective when they are posted on this page.,Policy Change,28,2
10194,10194,147,kiarygames.com.txt,27,"If you have any questions about this Privacy Policy, please contact us:kiary@kiarygames.com",Privacy Contact Information,17,1
10197,10197,148,kingdomsofheckfire.com.txt,2,"Last updated: May 24, 2018",Policy Change,7,1
10198,10198,148,kingdomsofheckfire.com.txt,3,"A Thinking Ape Entertainment Ltd. (“A Thinking Ape”) respects your right to privacy. This Privacy Notice explains who we are, how we collect, share and use personal information about you, and how you can exercise your privacy rights. This Privacy Notice applies to personal information that we collect through our games, mobile applications and other products (Kingdoms at War, Party in my Dorm, and Kingdoms of Heckfire) (""Games"") and websites at athinkingape.com, kingdomsatwar.com, partyinmydorm.com, and kingdomsofheckfire.com (“Websites”) (together “Services”).",Introductory/Generic,109,3
10199,10199,148,kingdomsofheckfire.com.txt,4,"If you have any questions or concerns about our use of your personal information, then please contact us using the contact details provided at the bottom of this Privacy Notice.",Privacy Contact Information,32,1
10201,10201,148,kingdomsofheckfire.com.txt,6,"A Thinking Ape is a gaming company, headquartered in British Columbia, Canada. Our main business is to publish game applications online and through downloadable applications.",First Party Collection,29,2
10202,10202,148,kingdomsofheckfire.com.txt,7,"For more information about A Thinking Ape, please see our Website at athinkingape.com.",First Party Collection,15,1
10203,10203,148,kingdomsofheckfire.com.txt,8,The personal information that we may collect about you through the Services broadly falls into the following categories:Information that you provide voluntarily,First Party Collection,24,1
10204,10204,148,kingdomsofheckfire.com.txt,9,"Certain parts of our Services may ask you to provide personal information voluntarily: for example, we may ask you to provide your contact details in order to register an account with us, to begin playing Games, to subscribe to marketing communications from us, and/or to submit enquiries to us. The personal information that you are asked to provide, and the reasons why you are asked to provide it, will be made clear to you at the point we ask you to provide your personal information.",First Party Collection,94,2
10205,10205,148,kingdomsofheckfire.com.txt,10,Information that we collect automatically,First Party Collection,5,1
10206,10206,148,kingdomsofheckfire.com.txt,11,"When you use our Services, we may collect certain information automatically from your device. This information may be considered personal information under applicable data protection laws.",First Party Collection,29,2
10207,10207,148,kingdomsofheckfire.com.txt,12,"Specifically, the information we collect automatically may include information like your IP address, device type, unique device identification numbers, browser-type, broad geographic location (e.g. country or city-level location) and other technical information. We may also collect information about how your device has interacted with our Services, including the games played and the pages of our Website accessed.",First Party Collection,68,3
10208,10208,148,kingdomsofheckfire.com.txt,13,"Collecting this information enables us to better understand the visitors who come to our Website, where they come from, and what content on our Website is of interest to them. We use this information for our internal analytics purposes and to improve the quality and relevance of our Website to our visitors.",First Party Collection,56,2
10209,10209,148,kingdomsofheckfire.com.txt,14,"Some of this information may be collected using cookies and similar tracking technology, as explained further under the heading “Cookies and similar tracking technology” below.",Cookies and Similar Technologies,29,1
10210,10210,148,kingdomsofheckfire.com.txt,15,Information that we obtain from third party sources,First Party Collection,8,1
10211,10211,148,kingdomsofheckfire.com.txt,16,"From time to time, we may receive personal information about you from third party sources, but only where we have checked that these third parties either have your consent or are otherwise legally permitted or required to disclose your personal information to us.",First Party Collection,46,1
10212,10212,148,kingdomsofheckfire.com.txt,17,Who does A Thinking Ape share my personal information with?,Third Party Sharing and Collection,11,1
10213,10213,148,kingdomsofheckfire.com.txt,18,"We may disclose your personal information to the following categories of recipients:o third party services providers and partners who provide data processing services to us (for example, to support the delivery of, provide functionality on, or help to enhance the security of our Website), or who otherwise process personal information for purposes that are described in this Privacy Notice or notified to you when we collect your personal information.to any competent law enforcement body, regulatory, government agency, court or other third party where we believe disclosure is necessary (i) as a matter of applicable law or regulation, (ii) to exercise, establish or defend our legal rights, or (iii) to protect your vital interests or those of any other person;to a potential or actual buyer (and its agents and advisers) in connection with any proposed or actual purchase, merger or acquisition of any part of our business, provided that we inform the buyer it must use your personal information only for the purposes disclosed in this Privacy Notice;to any other person with your consent to the disclosure.",Third Party Sharing and Collection,205,1
10215,10215,148,kingdomsofheckfire.com.txt,20,Our legal basis for collecting and using the personal information described above will depend on the personal information concerned and the specific context in which we collect it.,Legal Basis,29,1
10216,10216,148,kingdomsofheckfire.com.txt,21,"However, we will normally collect personal information from you only (i) where we need the personal information to perform a contract with you, (ii) where the processing is in our legitimate interests and not overridden by your rights, or (iii) where we have your consent to do so.",Legal Basis,58,1
10217,10217,148,kingdomsofheckfire.com.txt,22,"If we ask you to provide personal information to comply with a legal requirement or to perform a contact with you, we will make this clear at the relevant time and advise you whether the provision of your personal information is mandatory or not (as well as of the possible consequences if you do not provide your personal information).",Legal Basis,63,1
10218,10218,148,kingdomsofheckfire.com.txt,23,"We will process your information for the purposes of operating our Website, Games and other Services and communicating with you as necessary for those purposes and in our legitimate commercial interests, for instance, when responding to your queries, undertaking marketing activities, improving our Games, Website and other Services or for the purposes of detecting or preventing illegal activities.",First Party Use,65,1
10219,10219,148,kingdomsofheckfire.com.txt,24,"If you have questions about or need further information concerning the legal basis on which we collect and use your personal information, please contact us in-game or at:Cookies and similar tracking technology",Privacy Contact Information,35,1
10220,10220,148,kingdomsofheckfire.com.txt,25,"We use cookies and similar tracking technology (collectively, “Cookies”) to collect and use personal information about you including to serve interest-based advertising.",Cookies and Similar Technologies,28,1
10222,10222,148,kingdomsofheckfire.com.txt,27,We use appropriate technical and organizational measures designed to protect the personal information that we collect and process about you. The measures we use are designed to provide a level of security appropriate to the risk of processing your personal information.,Data Security,43,2
10224,10224,148,kingdomsofheckfire.com.txt,29,"Your personal information may be transferred to, and processed in, countries other than the country in which you are resident. These countries may have data protection laws that are different to the laws of your country.",Data Transfer,40,2
10225,10225,148,kingdomsofheckfire.com.txt,30,"Specifically, our servers are located in Canada and the USA, and our third party service providers and partners operate around the world. This means that when we collect your personal information we may process it in any of these countries.",Data Transfer,44,2
10227,10227,148,kingdomsofheckfire.com.txt,32,"We retain personal information we collect from you where we have an ongoing legitimate business need to do so (for example, to provide you with a service you have requested or to comply with applicable legal, tax or accounting requirements).",Data Retention,45,1
10228,10228,148,kingdomsofheckfire.com.txt,33,"When we have no ongoing legitimate business need to process your personal information, we will either delete or anonymize it or, if this is not possible (for example, because your personal information has been stored in backup archives), then we will securely store your personal information and isolate it from any further processing until deletion is possible.",Data Retention,64,1
10229,10229,148,kingdomsofheckfire.com.txt,34,Your data protection rights,User Right,4,1
10230,10230,148,kingdomsofheckfire.com.txt,35,You have the following data protection rights:,User Right,8,1
10231,10231,148,kingdomsofheckfire.com.txt,36,"If you wish to access, correct, update or request deletion of your personal information, you can do so at any time by contacting us in-game or at:",User Right,31,1
10232,10232,148,kingdomsofheckfire.com.txt,37,"In addition, you can object to processing of your personal information, ask us to restrict processing of your personal information or request portability of your personal information. Again, you can exercise these rights by contacting us in-game or at:",User Right,44,2
10233,10233,148,kingdomsofheckfire.com.txt,38,"You have the right to opt-out of marketing communications we send you at any time. You can exercise this right by clicking on the “unsubscribe” or “opt-out” link in the marketing e-mails we send you. To opt-out of other forms of marketing (such as postal marketing or telemarketing), then please contact us in-game or at:Similarly, if we have collected and process your personal information with your consent, then you can withdraw your consent at any time. Withdrawing your consent will not affect the lawfulness of any processing we conducted prior to your withdrawal, nor will it affect processing of your personal information conducted in reliance on lawful processing grounds other than consent.",User Right,128,4
10234,10234,148,kingdomsofheckfire.com.txt,39,"You have the right to complain to a data protection authority about our collection and use of your personal information. For more information, please contact your local data protection authority.",User Right,33,2
10235,10235,148,kingdomsofheckfire.com.txt,40,We respond to all requests we receive from individuals wishing to exercise their data protection rights in accordance with applicable data protection laws.,User Right,24,1
10237,10237,148,kingdomsofheckfire.com.txt,42,"We may update this Privacy Notice from time to time in response to changing legal, technical or business developments. When we update our Privacy Notice, we will take appropriate measures to inform you, consistent with the significance of the changes we make. We will obtain your consent to any material Privacy Notice changes if and where this is required by applicable data protection laws.",Policy Change,70,3
10238,10238,148,kingdomsofheckfire.com.txt,43,You can see when this Privacy Notice was last updated by checking the “last updated” date displayed at the top of this Privacy Notice.,Policy Change,27,1
10240,10240,148,kingdomsofheckfire.com.txt,45,"If you have any questions or concerns about our use of your personal information, please contact us at:The data controller of your personal information is A Thinking Ape Entertainment Ltd.© 2017–2018 A Thinking Ape Entertainment Ltd.",Privacy Contact Information,40,1
10244,10244,149,kuljaninemir.github.io.txt,2,"Emir Kuljanin, Kristian Andersson and Julijana Mijailovic built the Vampire’s Fall Origins app as a Commercial app. This SERVICE is provided by Emir Kuljanin, Kristian Andersson and Julijana Mijailovic and is intended for use as is.",Introductory/Generic,42,2
10245,10245,149,kuljaninemir.github.io.txt,3,"This page is used to inform visitors regarding our policies with the collection, use, and disclosure of Personal Information if anyone decided to use our Service.",Introductory/Generic,29,1
10246,10246,149,kuljaninemir.github.io.txt,4,"If you choose to use our Service, then you agree to the collection and use of information in relation to this policy. The Personal Information that we collect is used for providing and improving the Service. We will not use or share your information with anyone except as described in this Privacy Policy.",Introductory/Generic,57,3
10247,10247,149,kuljaninemir.github.io.txt,5,"The terms used in this Privacy Policy have the same meanings as in our Terms and Conditions, which is accessible at Vampire’s Fall Origins unless otherwise defined in this Privacy Policy.",Introductory/Generic,35,1
10248,10248,149,kuljaninemir.github.io.txt,6,Information Collection and Use,First Party Collection,4,1
10249,10249,149,kuljaninemir.github.io.txt,7,"While using our Service, We may ask you to provide us with certain personally identifiable information, including but not limited to, username and password. The information that we request is collected and sent to our third-party servers at GameSparks. This is done to enable multiplayer functionality, better understand our users through analytics, and for marketing purposes.",First Party Collection,64,3
10250,10250,149,kuljaninemir.github.io.txt,8,"While using our Service, We will automatically collect certain personally identifiable information, including but not limited to device id, written in-game chat messages, session data, device data, in-game choices (enemies defeated, items purchased etc), character data (level, equipment, skills etc). The information that we request is collected and sent to our third-party servers at GameSparks, GameAnalytics, Slack, Unity3D, Firebase, Kochava, Facebook and Discord. This is done to enable multiplayer functionality, to administrate the chat, better understand our users through analytics, and for marketing purposes.",First Party Collection,110,3
10260,10260,149,kuljaninemir.github.io.txt,18,"You have the right to retrieve all personal data we collect, as well as the right to request a deletion of that data. We will handle such requests and send you your data in an electronic format. You may email us at vampiresfall@gmail.com for such requests.",User Right,52,3
10262,10262,149,kuljaninemir.github.io.txt,20,"We want to inform you that whenever you use our Service, in a case of an error in the app we collect data and information (through third party products) on your phone called Log Data. This Log Data may include information such as your device Internet Protocol (“IP”) address, device name, operating system version, the configuration of the app when utilizing our Service, the time and date of your use of the Service, and other statistics.",Cookies and Similar Technologies,90,2
10264,10264,149,kuljaninemir.github.io.txt,22,Cookies are files with a small amount of data that are commonly used as anonymous unique identifiers. These are sent to your browser from the websites that you visit and are stored on your device’s internal memory.,Cookies and Similar Technologies,41,2
10265,10265,149,kuljaninemir.github.io.txt,23,"This Service does not use these “cookies” explicitly. However, the app may use third party code and libraries that use “cookies” to collect information and improve their services. You have the option to either accept or refuse these cookies and know when a cookie is being sent to your device. If you choose to refuse our cookies, you may not be able to use some portions of this Service.",Cookies and Similar Technologies,79,4
10267,10267,149,kuljaninemir.github.io.txt,25,We may employ third-party companies and individuals due to the following reasons:To facilitate our Service;To provide the Service on our behalf;To perform Service-related services; orTo assist us in analyzing how our Service is used.,Third Party Sharing and Collection,42,1
10268,10268,149,kuljaninemir.github.io.txt,26,"We want to inform users of this Service that these third parties have access to your Personal Information. The reason is to perform the tasks assigned to them on our behalf. However, they are obligated not to disclose or use the information for any other purpose.",Third Party Sharing and Collection,50,3
10270,10270,149,kuljaninemir.github.io.txt,28,"We value your trust in providing us your Personal Information, thus we are striving to use commercially acceptable means of protecting it. But remember that no method of transmission over the internet, or method of electronic storage is 100% secure and reliable, and we cannot guarantee its absolute security.",Data Security,56,2
10272,10272,149,kuljaninemir.github.io.txt,30,"This Service may contain links to other sites. If you click on a third-party link, you will be directed to that site. Note that these external sites are not operated by us. Therefore, we strongly advise you to review the Privacy Policy of these websites. We have no control over and assume no responsibility for the content, privacy policies, or practices of any third-party sites or services.",Links,76,5
10274,10274,149,kuljaninemir.github.io.txt,32,"These Services do not address anyone under the age of 13. We do not knowingly collect personally identifiable information from children under 13. In the case we discover that a child under 13 has provided us with personal information, we immediately delete this from our servers. If you are a parent or guardian and you are aware that your child has provided us with personal information, please contact us so that we will be able to do necessary actions.",Internal and Specific Audiences,85,4
10276,10276,149,kuljaninemir.github.io.txt,34,"We may update our Privacy Policy from time to time. Thus, you are advised to review this page periodically for any changes. We will notify you of any changes by posting the new Privacy Policy on this page. These changes are effective immediately after they are posted on this page.",Policy Change,55,4
10278,10278,149,kuljaninemir.github.io.txt,36,"If you have any questions or suggestions about our Privacy Policy, do not hesitate to contact us.",Privacy Contact Information,19,1
10279,10279,149,kuljaninemir.github.io.txt,37,vfo-privacy-policy is maintained by kuljaninemir,Privacy Contact Information,5,1
10283,10283,150,languagedrops.com.txt,2,"At PlanB Labs OÜ, we know you care about your personal information, so we have prepared this privacy policy (our “Privacy Policy”) to explain how we collect, use and share it. By using or accessing the Service, you agree to the terms of this Privacy Policy. We may update our Privacy Policy to reflect changes to our information practices. If we do this and the changes are material, we will post a notice that we have made changes to this Privacy Policy on the Website and we will indicate the date these terms were last revised at the bottom of the Privacy Policy. Any revisions to this Privacy Policy will become effective the earlier of the first time you access or use the Service after any such changes.",Introductory/Generic,142,5
10284,10284,150,languagedrops.com.txt,3,Drops is an online learning service offered by PlanB Labs OÜ (“PlanB Labs”). Our services (“Services”) include a wide variety of beginner to advanced language content and courses. This content is available (i) on applications (“Apps”) for various operating systems available to download on mobile and/or tablet devices.,Introductory/Generic,65,3
10285,10285,150,languagedrops.com.txt,4,"This Privacy Policy explains what personal data (as defined below) we collect through the Services, how we use and share that data, and your choices concerning our data practices.",Introductory/Generic,34,1
10286,10286,150,languagedrops.com.txt,5,"This Privacy Policy forms part of our Terms of Use, which are available at https://languagedrops.com/privacypolicy.html .",Introductory/Generic,19,1
